info/authors/author/0/_pid,info/authors/author/0/__text,info/authors/author/1/_pid,info/authors/author/1/__text,info/authors/author/2/_pid,info/authors/author/2/__text,info/title,info/venue,info/pages,info/year,info/type,info/access,info/key,info/ee,info/url,url,_score,_id,info/authors/author/3/_pid,info/authors/author/3/__text,info/authors/author/4/_pid,info/authors/author/4/__text,info/authors/author/5/_pid,info/authors/author/5/__text,info/authors/author/6/_pid,info/authors/author/6/__text,info/authors/author/7/_pid,info/authors/author/7/__text,info/authors/author/8/_pid,info/authors/author/8/__text,info/authors/author/9/_pid,info/authors/author/9/__text,info/authors/author/10/_pid,info/authors/author/10/__text,info/authors/author/11/_pid,info/authors/author/11/__text,info/authors/author/12/_pid,info/authors/author/12/__text,info/authors/author/13/_pid,info/authors/author/13/__text,info/authors/author/14/_pid,info/authors/author/14/__text,info/authors/author/15/_pid,info/authors/author/15/__text,info/authors/author/16/_pid,info/authors/author/16/__text,info/authors/author/17/_pid,info/authors/author/17/__text,info/authors/author/18/_pid,info/authors/author/18/__text,info/authors/author/19/_pid,info/authors/author/19/__text
169/1844,Mohsen Heidari,g/AnanthGrama,Ananth Grama,s/WSzpankowski,Wojciech Szpankowski,Toward Physically Realizable Quantum Neural Networks.,AAAI,6902-6909,2022,Conference and Workshop Papers,closed,conf/aaai/HeidariGS22,https://ojs.aaai.org/index.php/AAAI/article/view/20647,https://dblp.org/rec/conf/aaai/HeidariGS22,URL#305622,1,305622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284/0857,Stefan Heidekrüger,,,,,Equilibrium Learning in Auction Markets.,AAAI,12882-12883,2022,Conference and Workshop Papers,closed,conf/aaai/Heidekruger22,https://ojs.aaai.org/index.php/AAAI/article/view/21578,https://dblp.org/rec/conf/aaai/Heidekruger22,URL#305623,1,305623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281/7828,Sigrid Passano Hellan,69/3093,Christopher G. Lucas,35/10,Nigel H. Goddard,Bayesian Optimisation for Active Monitoring of Air Pollution.,AAAI,11908-11916,2022,Conference and Workshop Papers,closed,conf/aaai/HellanLG22,https://ojs.aaai.org/index.php/AAAI/article/view/21448,https://dblp.org/rec/conf/aaai/HellanLG22,URL#305624,1,305624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265/6463,Raghu Vamshi Hemadri,156/1728,Amarjot Singh,19/7787,Ajeet Singh,ChildrEN SafEty and Rescue (CENSER) System for Trafficked Children from Brothels in India.,AAAI,11917-11925,2022,Conference and Workshop Papers,closed,conf/aaai/HemadriSS22,https://ojs.aaai.org/index.php/AAAI/article/view/21449,https://dblp.org/rec/conf/aaai/HemadriSS22,URL#305625,1,305625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137/3322,Tue Herlau,324/0708,Rasmus Larsen 0003,,,Reinforcement Learning of Causal Variables Using Mediation Analysis.,AAAI,6910-6917,2022,Conference and Workshop Papers,closed,conf/aaai/HerlauL22,https://ojs.aaai.org/index.php/AAAI/article/view/20648,https://dblp.org/rec/conf/aaai/HerlauL22,URL#305626,1,305626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h/JoseHernandezOrallo,José Hernández-Orallo,324/1708,Wout Schellaert,76/8771,Fernando Martínez-Plumed,Training on the Test Set: Mapping the System-Problem Space in AI.,AAAI,12256-12261,2022,Conference and Workshop Papers,closed,conf/aaai/Hernandez-Orallo22,https://ojs.aaai.org/index.php/AAAI/article/view/21487,https://dblp.org/rec/conf/aaai/Hernandez-Orallo22,URL#305627,1,305627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268/8005,Corinna Hertweck,177/0612,Tim Räz,,,Gradual (In)Compatibility of Fairness Criteria.,AAAI,11926-11934,2022,Conference and Workshop Papers,closed,conf/aaai/HertweckR22,https://ojs.aaai.org/index.php/AAAI/article/view/21450,https://dblp.org/rec/conf/aaai/HertweckR22,URL#305628,1,305628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179/2109,Jesse Heyninck,07/1317,Matthias Thimm,k/GabrieleKernIsberner,Gabriele Kern-Isberner,Conditional Abstract Dialectical Frameworks.,AAAI,5692-5699,2022,Conference and Workshop Papers,closed,conf/aaai/HeyninckTKRS22,https://ojs.aaai.org/index.php/AAAI/article/view/20511,https://dblp.org/rec/conf/aaai/HeyninckTKRS22,URL#305629,1,305629,81/11131,Tjitze Rienstra,271/8474,Kenneth Skiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299/5010,Xuan Rong Zane Ho,249/5315,Wei Yang Bryan Lim,269/4492,Hongchao Jiang,Dynamic Incentive Mechanism Design for COVID-19 Social Distancing.,AAAI,13173-13175,2022,Conference and Workshop Papers,closed,conf/aaai/HoLJNYXNM22,https://ojs.aaai.org/index.php/AAAI/article/view/21718,https://dblp.org/rec/conf/aaai/HoLJNYXNM22,URL#305630,1,305630,266/7958,Jer Shyuan Ng,35/1096-1,Han Yu 0001,174/9863,Zehui Xiong,76/440,Dusit Niyato,m/ChunyanMiao,Chunyan Miao,,,,,,,,,,,,,,,,,,,,,,,,
226/0707,Nick Hoernle,186/7707,Rafael-Michael Karampatsis,52/570,Vaishak Belle,MultiplexNet: Towards Fully Satisfied Logical Constraints in Neural Networks.,AAAI,5700-5709,2022,Conference and Workshop Papers,closed,conf/aaai/HoernleKBG22,https://ojs.aaai.org/index.php/AAAI/article/view/20512,https://dblp.org/rec/conf/aaai/HoernleKBG22,URL#305631,1,305631,65/3114,Kobi Gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246/5191,David T. Hoffmann,278/8008,Nadine Behrmann,13/6920,Juergen Gall,Ranking Info Noise Contrastive Estimation: Boosting Contrastive Learning via Ranked Positives.,AAAI,897-905,2022,Conference and Workshop Papers,closed,conf/aaai/HoffmannBGBN22,https://ojs.aaai.org/index.php/AAAI/article/view/19972,https://dblp.org/rec/conf/aaai/HoffmannBGBN22,URL#305632,1,305632,97/4586,Thomas Brox,177/9034,Mehdi Noroozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148/9989,Matthew J. Holland,,,,,Anytime Guarantees under Heavy-Tailed Data.,AAAI,6918-6925,2022,Conference and Workshop Papers,closed,conf/aaai/Holland22,https://ojs.aaai.org/index.php/AAAI/article/view/20649,https://dblp.org/rec/conf/aaai/Holland22,URL#305633,1,305633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224/2020,Andreas Nugaard Holm,46/521,Barbara Plank,164/6559-1,Dustin Wright 0001,Longitudinal Citation Prediction using Temporal Graph Neural Networks.,SDU@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/HolmP0A22,https://ceur-ws.org/Vol-3164/paper3.pdf,https://dblp.org/rec/conf/aaai/HolmP0A22,URL#305634,1,305634,93/11424,Isabelle Augenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88/5135,Yan Hong,02/3166-2,Li Niu 0002,78/3993-3,Jianfu Zhang 0003,Shadow Generation for Composite Image in Real-World Scenes.,AAAI,914-922,2022,Conference and Workshop Papers,closed,conf/aaai/Hong0022,https://ojs.aaai.org/index.php/AAAI/article/view/19974,https://dblp.org/rec/conf/aaai/Hong0022,URL#305635,1,305635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324/1659,Yoonseok Hong,79/9307,Shounan An,324/1478,Sunwoo Im,MONICA2: Mobile Neural Voice Command Assistants towards Smaller and Smarter.,AAAI,13176-13178,2022,Conference and Workshop Papers,closed,conf/aaai/HongAIJO22,https://ojs.aaai.org/index.php/AAAI/article/view/21719,https://dblp.org/rec/conf/aaai/HongAIJO22,URL#305636,1,305636,324/0935,Jaegeon Jo,211/1247,Insoo Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183/0952,Teakgyu Hong,33/6749,Donghyun Kim,234/1226,Mingi Ji,BROS: A Pre-trained Language Model Focusing on Text and Layout for Better Key Information Extraction from Documents.,AAAI,10767-10775,2022,Conference and Workshop Papers,closed,conf/aaai/HongKJHNP22,https://ojs.aaai.org/index.php/AAAI/article/view/21322,https://dblp.org/rec/conf/aaai/HongKJHNP22,URL#305637,1,305637,236/4678,Wonseok Hwang,267/2345,Daehyun Nam,151/3635,Sungrae Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95/10445,Ming Hong,l/JianzhuangLiu,Jianzhuang Liu,21/5657,Cuihua Li,Uncertainty-Driven Dehazing Network.,AAAI,906-913,2022,Conference and Workshop Papers,closed,conf/aaai/HongLLQ22,https://ojs.aaai.org/index.php/AAAI/article/view/19973,https://dblp.org/rec/conf/aaai/HongLLQ22,URL#305638,1,305638,03/3500,Yanyun Qu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247/5974,Md Reshad Ul Hoque,90/2018,Xin Wei,271/4468,Muntabir Hasan Choudhury,Segmenting Technical Drawing Figures in US Patents.,SDU@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/HoqueWCAG0O22,https://ceur-ws.org/Vol-3164/paper28.pdf,https://dblp.org/rec/conf/aaai/HoqueWCAG0O22,URL#305639,1,305639,322/0140,Kehinde Ajayi,288/5000,Martin Gryder,96/2744-6,Jian Wu 0006,87/10813,Diane Oyen,,,,,,,,,,,,,,,,,,,,,,,,,,
38/3254,Rostislav Horcík,118/0212,Daniel Fiser,118/2636,Álvaro Torralba,Homomorphisms of Lifted Planning Tasks: The Case for Delete-Free Relaxation Heuristics.,AAAI,9767-9775,2022,Conference and Workshop Papers,closed,conf/aaai/HorcikFT22,https://ojs.aaai.org/index.php/AAAI/article/view/21212,https://dblp.org/rec/conf/aaai/HorcikFT22,URL#305640,1,305640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123/7711,Liping Hou,33/1254,Ke Lu,21/628,Jian Xue,Shape-Adaptive Selection and Measurement for Oriented Object Detection.,AAAI,923-932,2022,Conference and Workshop Papers,closed,conf/aaai/HouLXL22,https://ojs.aaai.org/index.php/AAAI/article/view/19975,https://dblp.org/rec/conf/aaai/HouLXL22,URL#305641,1,305641,321/0796,Yuqiu Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297/8438,Wentai Hou,165/8092,Lequan Yu,323/9603,Chengxuan Lin,H2-MIL: Exploring Hierarchical Representation with Heterogeneous Multiple Instance Learning for Whole Slide Image Analysis.,AAAI,933-941,2022,Conference and Workshop Papers,closed,conf/aaai/HouYLHY0W22,https://ojs.aaai.org/index.php/AAAI/article/view/19976,https://dblp.org/rec/conf/aaai/HouYLHY0W22,URL#305642,1,305642,323/9504,Helong Huang,69/6265,Rongshan Yu,00/1015-1,Jing Qin 0001,63/6244,Liansheng Wang,,,,,,,,,,,,,,,,,,,,,,,,,,
227/2154,Chia-Yi Hsu,39/8969,Pin-Yu Chen,05/2887,Songtao Lu,Adversarial Examples Can Be Effective Data Augmentation for Unsupervised Machine Learning.,AAAI,6926-6934,2022,Conference and Workshop Papers,closed,conf/aaai/HsuCLLY22,https://ojs.aaai.org/index.php/AAAI/article/view/20650,https://dblp.org/rec/conf/aaai/HsuCLLY22,URL#305643,1,305643,128/6972-1,Sijia Liu 0001,91/1919,Chia-Mu Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219/0409-1,Yaowei Hu 0001,71/2843-21,Lu Zhang 0021,,,Achieving Long-Term Fairness in Sequential Decision Making.,AAAI,9549-9557,2022,Conference and Workshop Papers,closed,conf/aaai/Hu022,https://ojs.aaai.org/index.php/AAAI/article/view/21188,https://dblp.org/rec/conf/aaai/Hu022,URL#305644,1,305644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255/6325,Xiwei Hu,255/6337,Xuanhong Chen,64/831,Bingbing Ni,Bi-volution: A Static and Dynamic Coupled Filter.,AAAI,960-968,2022,Conference and Workshop Papers,closed,conf/aaai/HuCN0L22,https://ojs.aaai.org/index.php/AAAI/article/view/19979,https://dblp.org/rec/conf/aaai/HuCN0L22,URL#305645,1,305645,09/6669-1,Teng Li 0001,31/1349,Yutian Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268/5967,Yihan Hu,268/5499,Zhuangzhuang Ding,217/2930,Runzhou Ge,AFDetV2: Rethinking the Necessity of the Second Stage for Object Detection from Point Clouds.,AAAI,969-979,2022,Conference and Workshop Papers,closed,conf/aaai/HuDGSHLL22,https://ojs.aaai.org/index.php/AAAI/article/view/19980,https://dblp.org/rec/conf/aaai/HuDGSHLL22,URL#305646,1,305646,298/5246,Wenxin Shao,12/4049,Li Huang,75/1458,Kun Li,61/3234,Qiang Liu,,,,,,,,,,,,,,,,,,,,,,,,,,
67/6924,Hao Hu,75/6282,Marie-José Huguet,39/2558-2,Mohamed Siala 0002,Optimizing Binary Decision Diagrams with MaxSAT for Classification.,AAAI,3767-3775,2022,Conference and Workshop Papers,closed,conf/aaai/HuH022,https://ojs.aaai.org/index.php/AAAI/article/view/20291,https://dblp.org/rec/conf/aaai/HuH022,URL#305647,1,305647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91/1898,Juan Hu,61/4559,Xin Liao,218/8781,Jinwen Liang,FInfer: Frame Inference-Based Deepfake Detection for High-Visual-Quality Videos.,AAAI,951-959,2022,Conference and Workshop Papers,closed,conf/aaai/HuLLZ022,https://ojs.aaai.org/index.php/AAAI/article/view/19978,https://dblp.org/rec/conf/aaai/HuLLZ022,URL#305648,1,305648,124/2075,Wenbo Zhou,95/6861-1,Zheng Qin 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323/9595,Zhengdong Hu,99/10261-3,Yifan Sun 0003,33/4854,Yi Yang,Divide-and-Regroup Clustering for Domain Adaptive Person Re-identification.,AAAI,980-988,2022,Conference and Workshop Papers,closed,conf/aaai/HuSYZ22,https://ojs.aaai.org/index.php/AAAI/article/view/19981,https://dblp.org/rec/conf/aaai/HuSYZ22,URL#305649,1,305649,232/1306,Jianguang Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45/3555,Hua Hua,15/1408,Dongxu Li,157/8924,Ruiqi Li,Towards Explainable Action Recognition by Salient Qualitative Spatial Object Relation Chains.,AAAI,5710-5718,2022,Conference and Workshop Papers,closed,conf/aaai/HuaLLZRC22,https://ojs.aaai.org/index.php/AAAI/article/view/20513,https://dblp.org/rec/conf/aaai/HuaLLZRC22,URL#305650,1,305650,21/1048-21,Peng Zhang 0021,21/1718,Jochen Renz,c/AnthonyGCohn,Anthony G. Cohn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150/8482,Mengdi Huai,174/5802,Jinduo Liu,131/9582,Chenglin Miao,Towards Automating Model Explanations with Certified Robustness Guarantees.,AAAI,6935-6943,2022,Conference and Workshop Papers,closed,conf/aaai/HuaiLMYZ22,https://ojs.aaai.org/index.php/AAAI/article/view/20651,https://dblp.org/rec/conf/aaai/HuaiLMYZ22,URL#305651,1,305651,219/1767,Liuyi Yao,z/AidongZhang,Aidong Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241/7690,Taoan Huang,198/6422-1,Jiaoyang Li 0001,k/SvenKoenig,Sven Koenig,Anytime Multi-Agent Path Finding via Machine Learning-Guided Large Neighborhood Search.,AAAI,9368-9376,2022,Conference and Workshop Papers,closed,conf/aaai/Huang0KD22,https://ojs.aaai.org/index.php/AAAI/article/view/21168,https://dblp.org/rec/conf/aaai/Huang0KD22,URL#305652,1,305652,30/5718,Bistra Dilkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/3004,Wen Huang,71/2843-21,Lu Zhang 0021,w/XintaoWu,Xintao Wu,Achieving Counterfactual Fairness for Causal Bandit.,AAAI,6952-6959,2022,Conference and Workshop Papers,closed,conf/aaai/Huang0W22,https://ojs.aaai.org/index.php/AAAI/article/view/20653,https://dblp.org/rec/conf/aaai/Huang0W22,URL#305653,1,305653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252/8283,Tianyuan Huang,,,,,Detecting Neighborhood Gentrification at Scale via Street Views and POIs (Student Abstract).,AAAI,12969-12970,2022,Conference and Workshop Papers,closed,conf/aaai/Huang22,https://ojs.aaai.org/index.php/AAAI/article/view/21621,https://dblp.org/rec/conf/aaai/Huang22,URL#305654,1,305654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42/4426,Yingsong Huang,54/5260,Bing Bai,155/9654,Shengwei Zhao,Uncertainty-Aware Learning against Label Noise on Imbalanced Datasets.,AAAI,6960-6969,2022,Conference and Workshop Papers,closed,conf/aaai/HuangBZBW22,https://ojs.aaai.org/index.php/AAAI/article/view/20654,https://dblp.org/rec/conf/aaai/HuangBZBW22,URL#305655,1,305655,56/2984,Kun Bai,52/3194,Fei Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48/5619,Yecheng Huang,65/1392,Jiaxin Chen,45/780-1,Di Huang 0001,UFPMP-Det: Toward Accurate and Efficient Object Detection on Drone Imagery.,AAAI,1026-1033,2022,Conference and Workshop Papers,closed,conf/aaai/HuangC022,https://ojs.aaai.org/index.php/AAAI/article/view/19986,https://dblp.org/rec/conf/aaai/HuangC022,URL#305656,1,305656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81/6685,Wei Huang,215/7734,Shiyu Deng,16/4406,Chang Chen,Learning to Model Pixel-Embedded Affinity for Homogeneous Instance Segmentation.,AAAI,1007-1015,2022,Conference and Workshop Papers,closed,conf/aaai/HuangDCFX22,https://ojs.aaai.org/index.php/AAAI/article/view/19984,https://dblp.org/rec/conf/aaai/HuangDCFX22,URL#305657,1,305657,136/9389,Xueyang Fu,54/6827,Zhiwei Xiong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245/3594,Xuanxiang Huang,178/8610,Yacine Izza,26/9729,Alexey Ignatiev,Tractable Explanations for d-DNNF Classifiers.,AAAI,5719-5728,2022,Conference and Workshop Papers,closed,conf/aaai/HuangIICA022,https://ojs.aaai.org/index.php/AAAI/article/view/20514,https://dblp.org/rec/conf/aaai/HuangIICA022,URL#305658,1,305658,04/5623,Martin C. Cooper,33/3380,Nicholas Asher,s/JoaoPMarquesSilva,João Marques-Silva 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/5028,Ye Huang,190/7788,Di Kang,24/669,Wenjing Jia,Channelized Axial Attention - considering Channel Relation within Spatial Attention for Semantic Segmentation.,AAAI,1016-1025,2022,Conference and Workshop Papers,closed,conf/aaai/HuangKJLH22,https://ojs.aaai.org/index.php/AAAI/article/view/19985,https://dblp.org/rec/conf/aaai/HuangKJLH22,URL#305659,1,305659,74/7037,Liu Liu,75/2122,Xiangjian He,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166/6155,Lianghua Huang,97/2274-63,Yu Liu 0063,13/1898,Bin Wang,A Trend-Driven Fashion Design System for Rapid Response Marketing in E-commerce.,AAAI,13179-13181,2022,Conference and Workshop Papers,closed,conf/aaai/HuangLWP022,https://ojs.aaai.org/index.php/AAAI/article/view/21720,https://dblp.org/rec/conf/aaai/HuangLWP022,URL#305660,1,305660,44/2104,Pan Pan,j/RongJin,Rong Jin 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298/0049,Xiusheng Huang,89/6764,Bin Li,79/1081,Fei Xia,A Novel Initial Reminder Framework for Acronym Extraction.,SDU@AAAI,,2022,Conference and Workshop Papers,open,conf/aaai/HuangLXW22,https://ceur-ws.org/Vol-3164/paper29.pdf,https://dblp.org/rec/conf/aaai/HuangLXW22,URL#305661,1,305661,298/8205,Yixuan Weng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207/1901,Jianqiang Huang,80/7562,Yu Qin,132/6164,Jiaxin Qi,Deconfounded Visual Grounding.,AAAI,998-1006,2022,Conference and Workshop Papers,closed,conf/aaai/HuangQQSZ22,https://ojs.aaai.org/index.php/AAAI/article/view/19983,https://dblp.org/rec/conf/aaai/HuangQQSZ22,URL#305662,1,305662,127/6132,Qianru Sun,79/8116,Hanwang Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48/2141,Shudong Huang,35/5873,Ivor W. Tsang,68/1538,Zenglin Xu,Multi-View Clustering on Topological Manifold.,AAAI,6944-6951,2022,Conference and Workshop Papers,closed,conf/aaai/HuangTX0L22,https://ojs.aaai.org/index.php/AAAI/article/view/20652,https://dblp.org/rec/conf/aaai/HuangTX0L22,URL#305663,1,305663,68/2367-1,Jiancheng Lv 0001,04/6381,Quanhui Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/5616,Hao Huang,48/4720,Yongtao Wang,119/8788,Zhaoyu Chen,CMUA-Watermark: A Cross-Model Universal Adversarial Watermark for Combating Deepfakes.,AAAI,989-997,2022,Conference and Workshop Papers,closed,conf/aaai/HuangWCZLTCCLM22,https://ojs.aaai.org/index.php/AAAI/article/view/19982,https://dblp.org/rec/conf/aaai/HuangWCZLTCCLM22,URL#305664,1,305664,196/9861,Yuze Zhang,39/3954,Yuheng Li,16/4222,Zhi Tang,55/5559,Wei Chu,33/5656,Jingdong Chen,14/3737,Weisi Lin,49/926,Kai-Kuang Ma,,,,,,,,,,,,,,,,,,,,
256/0358,Xiuyu Huang,06/5140,Nan Zhou,76/4931,Kup-Sze Choi,A Discriminative and Robust Feature Learning Approach for EEG-Based Motor Imagery Decoding (Student Abstract).,AAAI,12971-12972,2022,Conference and Workshop Papers,closed,conf/aaai/HuangZC22,https://ojs.aaai.org/index.php/AAAI/article/view/21622,https://dblp.org/rec/conf/aaai/HuangZC22,URL#305665,1,305665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56/4367,Patrick Huber,205/9346,Linzi Xing,30/3994,Giuseppe Carenini,Predicting Above-Sentence Discourse Structure Using Distant Supervision from Topic Segmentation.,AAAI,10794-10802,2022,Conference and Workshop Papers,closed,conf/aaai/HuberXC22,https://ojs.aaai.org/index.php/AAAI/article/view/21325,https://dblp.org/rec/conf/aaai/HuberXC22,URL#305666,1,305666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62/292,Luke Hunsberger,78/154,Roberto Posenato,,,Speeding Up the RUL¯ Dynamic-Controllability-Checking Algorithm for Simple Temporal Networks with Uncertainty.,AAAI,9776-9785,2022,Conference and Workshop Papers,closed,conf/aaai/HunsbergerP22,https://ojs.aaai.org/index.php/AAAI/article/view/21213,https://dblp.org/rec/conf/aaai/HunsbergerP22,URL#305667,1,305667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/4530,Anthony Hunter,,,,,Understanding Enthymemes in Deductive Argumentation Using Semantic Distance Measures.,AAAI,5729-5736,2022,Conference and Workshop Papers,closed,conf/aaai/Hunter22,https://ojs.aaai.org/index.php/AAAI/article/view/20515,https://dblp.org/rec/conf/aaai/Hunter22,URL#305668,1,305668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/8337,Dina Hussein,187/8290,Ganapati Bhat,33/8355,Janardhan Rao Doppa,Adaptive Energy Management for Self-Sustainable Wearables in Mobile Health.,AAAI,11935-11944,2022,Conference and Workshop Papers,closed,conf/aaai/HusseinBD22,https://ojs.aaai.org/index.php/AAAI/article/view/21451,https://dblp.org/rec/conf/aaai/HusseinBD22,URL#305669,1,305669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227/2296,Alihan Hüyük,18/8774,William R. Zame,s/MihaelavanderSchaar,Mihaela van der Schaar,Inferring Lexicographically-Ordered Rewards from Preferences.,AAAI,5737-5745,2022,Conference and Workshop Papers,closed,conf/aaai/HuyukZS22,https://ojs.aaai.org/index.php/AAAI/article/view/20516,https://dblp.org/rec/conf/aaai/HuyukZS22,URL#305670,1,305670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252/5803,Rakhoon Hwang,72/6418,Jae Yong Lee,284/0724,Jinyoung Shin,Solving PDE-Constrained Control Problems Using Operator Learning.,AAAI,4504-4512,2022,Conference and Workshop Papers,closed,conf/aaai/HwangLSH22,https://ojs.aaai.org/index.php/AAAI/article/view/20373,https://dblp.org/rec/conf/aaai/HwangLSH22,URL#305671,1,305671,95/9512,Hyung Ju Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/9729,Alexey Ignatiev,178/8610,Yacine Izza,s/PeterJStuckey,Peter J. Stuckey,Using MaxSAT for Efficient Explanations of Tree Ensembles.,AAAI,3776-3785,2022,Conference and Workshop Papers,closed,conf/aaai/IgnatievIS022,https://ojs.aaai.org/index.php/AAAI/article/view/20292,https://dblp.org/rec/conf/aaai/IgnatievIS022,URL#305672,1,305672,s/JoaoPMarquesSilva,João Marques-Silva 0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259/0800,Aviram Imber,270/0177,Jonas Israel,65/7116,Markus Brill,Approval-Based Committee Voting under Incomplete Information.,AAAI,5076-5083,2022,Conference and Workshop Papers,closed,conf/aaai/ImberIBK22,https://ojs.aaai.org/index.php/AAAI/article/view/20440,https://dblp.org/rec/conf/aaai/ImberIBK22,URL#305673,1,305673,74/3195,Benny Kimelfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234/1560,S. Indrapriyadarsini,56/5588,Hiroshi Ninomiya,52/6793,Takeshi Kamio,On the Practical Robustness of the Nesterov's Accelerated Quasi-Newton Method.,AAAI,12884-12885,2022,Conference and Workshop Papers,closed,conf/aaai/Indrapriyadarsini22,https://ojs.aaai.org/index.php/AAAI/article/view/21579,https://dblp.org/rec/conf/aaai/Indrapriyadarsini22,URL#305674,1,305674,37/3926,Hideki Asai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234/1560,S. Indrapriyadarsini,234/1309,Shahrzad Mahboubi,56/5588,Hiroshi Ninomiya,A Stochastic Momentum Accelerated Quasi-Newton Method for Neural Networks (Student Abstract).,AAAI,12973-12974,2022,Conference and Workshop Papers,closed,conf/aaai/Indrapriyadarsini22a,https://ojs.aaai.org/index.php/AAAI/article/view/21623,https://dblp.org/rec/conf/aaai/Indrapriyadarsini22a,URL#305675,1,305675,52/6793,Takeshi Kamio,37/3926,Hideki Asai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296/1597,Guillermo Infante,05/3488,Anders Jonsson,80/4108,Vicenç Gómez,Globally Optimal Hierarchical Reinforcement Learning for Linearly-Solvable Markov Decision Processes.,AAAI,6970-6977,2022,Conference and Workshop Papers,closed,conf/aaai/InfanteJG22,https://ojs.aaai.org/index.php/AAAI/article/view/20655,https://dblp.org/rec/conf/aaai/InfanteJG22,URL#305676,1,305676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271/8379,Md Mofijul Islam,159/0463,Tariq Iqbal,,,MuMu: Cooperative Multitask Learning-Based Guided Multimodal Fusion.,AAAI,1043-1051,2022,Conference and Workshop Papers,closed,conf/aaai/IslamI22,https://ojs.aaai.org/index.php/AAAI/article/view/19988,https://dblp.org/rec/conf/aaai/IslamI22,URL#305677,1,305677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/1135,Takehiro Ito,144/7775,Yuni Iwamasa,45/4449,Naonori Kakimura,Reforming an Envy-Free Matching.,AAAI,5084-5091,2022,Conference and Workshop Papers,closed,conf/aaai/ItoIKK0NOO22,https://ojs.aaai.org/index.php/AAAI/article/view/20441,https://dblp.org/rec/conf/aaai/ItoIKK0NOO22,URL#305678,1,305678,69/2057,Naoyuki Kamiyama,45/1736-1,Yusuke Kobayashi 0001,304/8737,Yuta Nozaki,14/837,Yoshio Okamoto,32/5807,Kenta Ozeki,,,,,,,,,,,,,,,,,,,,,,,,
